epoch: train_acc0 train_acc1 train_acc2 / test_acc0 test_acc1 test_acc2 / pure_ratio0 pure_ratio1 pure_ratio2 
177: 86.88501602564102 86.87099358974359 86.85296474358974 / 82.61217948717949 82.48197115384616 83.22315705128206 / 93.5266342163086 93.5165786743164 93.44367980957031
178: 86.88902243589743 86.86498397435898 86.8729967948718 / 82.76241987179488 82.75240384615384 82.96274038461539 / 93.44867706298828 93.42855834960938 93.36825561523438
179: 86.90905448717949 86.89102564102564 86.90104166666667 / 82.58213141025641 82.45192307692308 82.92267628205128 / 93.35572052001953 93.32303619384766 93.33058166503906
180: 86.9170673076923 86.89102564102564 86.85697115384616 / 82.60216346153847 82.44190705128206 82.87259615384616 / 93.31295013427734 93.32301330566406 93.27777099609375
181: 86.89503205128206 86.8729967948718 86.9110576923077 / 82.52203525641026 82.61217948717949 82.5420673076923 / 93.40092468261719 93.54170989990234 93.34310913085938
182: 86.88902243589743 86.90905448717949 86.90705128205128 / 82.71233974358974 82.5020032051282 82.74238782051282 / 93.35820770263672 93.50149536132812 93.38585662841797
183: 86.90104166666667 86.9511217948718 86.89503205128206 / 82.09134615384616 82.62219551282051 83.09294871794872 / 93.4109878540039 93.45372009277344 93.3782958984375
184: 86.92908653846153 86.94110576923077 86.93108974358974 / 82.51201923076923 82.96274038461539 82.7323717948718 / 93.39337921142578 93.46880340576172 93.39590454101562
185: 86.94110576923077 86.96314102564102 86.89703525641026 / 82.98277243589743 82.65224358974359 82.83253205128206 / 93.39337921142578 93.35316467285156 93.32301330566406
186: 86.93709935897436 86.94110576923077 86.9110576923077 / 83.06290064102564 83.00280448717949 82.96274038461539 / 93.4788589477539 93.51154327392578 93.42606353759766
187: 86.9511217948718 86.94911858974359 86.92708333333333 / 82.9326923076923 83.14302884615384 82.9326923076923 / 93.35317993164062 93.42103576660156 93.37079620361328
188: 86.94310897435898 86.97516025641026 86.92708333333333 / 82.49198717948718 82.94270833333333 83.02283653846153 / 93.3858413696289 93.38837432861328 93.39339447021484
189: 86.91907051282051 86.96714743589743 86.92107371794872 / 82.52203525641026 82.75240384615384 82.48197115384616 / 93.19984436035156 93.23503875732422 93.20487976074219
190: 86.97315705128206 86.98717948717949 86.96714743589743 / 82.37179487179488 82.74238782051282 82.49198717948718 / 93.08922576904297 93.1017837524414 93.1570816040039
191: 87.00320512820512 87.01121794871794 86.96314102564102 / 82.25160256410257 82.84254807692308 82.84254807692308 / 93.19984436035156 93.15208435058594 93.16969299316406
192: 86.98517628205128 86.98517628205128 86.95913461538461 / 82.83253205128206 82.71233974358974 82.29166666666667 / 93.15208435058594 93.19482421875 93.22750854492188
193: 87.00520833333333 86.98517628205128 86.97716346153847 / 82.5020032051282 82.3016826923077 82.58213141025641 / 93.24003601074219 93.23754119873047 93.27777862548828
194: 87.0332532051282 87.00320512820512 86.99719551282051 / 82.53205128205128 82.36177884615384 82.5420673076923 / 93.1948013305664 93.20484924316406 93.19731903076172
195: 87.00320512820512 86.97716346153847 86.98517628205128 / 82.62219551282051 82.58213141025641 82.32171474358974 / 93.2626724243164 93.3003921508789 93.25765228271484
196: 86.9911858974359 87.04126602564102 87.02323717948718 / 82.421875 82.71233974358974 82.20152243589743 / 93.15961456298828 93.2023696899414 93.17974090576172
197: 87.01923076923077 86.98517628205128 86.9951923076923 / 82.60216346153847 82.64222756410257 82.64222756410257 / 93.23753356933594 93.29283142089844 93.19729614257812
198: 87.01722756410257 87.0292467948718 86.9951923076923 / 82.65224358974359 82.67227564102564 82.74238782051282 / 93.2626953125 93.25264739990234 93.28533172607422
199: 87.04527243589743 87.00120192307692 87.00921474358974 / 82.72235576923077 82.7323717948718 82.80248397435898 / 93.17218780517578 93.11688995361328 93.169677734375
